"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","3274157","Shin  Ishiguro and Satoshi  Kawasaki and Yusuke  Fukazawa","","","","Taxi Demand Forecast Using Real-Time Population Generated from Cellular Networks","1024--1032","","9","Intelligent Transportation System, Machine Learning, Mobile Spatial Statistics, Real-Time Population, Transportation Demand Forecast, Urban Mobility","10.1145/3267305.3274157","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","2800931","Atsushi  Taniguchi and Sozo  Inoue","","","","A Method for Automatic Assessment of User-generated Tests and Its Evaluation","225--228","","4","crowdsourcing, education, web system","10.1145/2800835.2800931","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3277814","Tahera  Hossain","","","","Activity Recognition and Wireless Sensor Network Optimization","1767--1770","","4","Activity Recognition, Machine Learning, Sensor Network","10.1145/3267305.3277814","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3124414","Nonnadda  Silamai and Narongchai  Khamchuen and Santi  Phithakkitnukoon","","","","TripRec: Trip Plan Recommendation System That Enhances Hotel Services","412--420","","9","hotel service, tourism, trip recommender, urban application","10.1145/3123024.3124414","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3343844","Gabriele  Civitarese and Riccardo  Presotto and Claudio  Bettini","","","","Hybrid Data-driven and Context-aware Activity Recognition with Mobile Devices","266--267","","2","activity recognition, context-awareness, hybrid reasoning","10.1145/3341162.3343844","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3349327","Rui  Ma and Ning  Liu and Xiangxiang  Xu and Yue  Wang and Hae Young Noh and Pei  Zhang and Lin  Zhang","","","","A Deep Autoencoder Model for Pollution Map Recovery with Mobile Sensing Networks","577--583","","7","air pollution map, autoencoder, convlstm, mobile sensing networks","10.1145/3341162.3349327","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","2800844","Chang  Liu and Lei  Xie and Chuyu  Wang and Jie  Wu and Sanglu  Lu","","","","FootStep-tracker: An Anchor-free Indoor Localization System via Sensing Foot Steps","285--288","","4","indoor localization, sensing foot steps, user activity sensing","10.1145/2800835.2800844","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3267557","Manlin  Song and Chenyu  Jia and Katia  Vega","","","","Eunoia: Dynamically Control Thermochromic Displays for Animating Patterns on Fabrics","255--258","","4","Thermochromic, conductive threads, dynamic displays, fabric animation, textile design","10.1145/3267305.3267557","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3354061","Muhammad  Umair and Miquel  Alfaras and Hugo  Gamboa and Corina  Sas","","","","Experiencing Discomfort: Designing for Affect from First-person Perspective","1093--1096","","4","affective technology, biosensing, discomfort, first-person design","10.1145/3341162.3354061","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3345591","Shingo  Takeda and Paula  Lago and Tsuyoshi  Okita and Sozo  Inoue","","","","Reduction of Marker-body Matching Work in Activity Recognition Using Motion Capture","835--842","","8","activity recognition, machine learning, motion capture","10.1145/3341162.3345591","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3343814","Dairoku  Muramatsu and Ken  Sasaki","","","","Signal Propagation Analysis in Multiuser Human Body Communication","157--159","","3","body area networks, electromagnetic field simulation, human body communication, human interface, multiuser, wearable","10.1145/3341162.3343814","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3267691","Minna  Pakanen and Lauri  Lov&#233;n and Paula  Alavesa and Ekaterina  Gilman and Jacques  Terken and Berry  Eggen and Susanna  Pirttikangas","","","","Design Challenges of Wellbeing Supporting Smart Environment in Collaborative Use Situations","688--692","","5","Anticipated user experience, Smart environment, User study, Wellbeing","10.1145/3267305.3267691","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3124557","Yung-Ju  Chang and Yi-Ju  Chung and Yi-Hao  Shih and Hsiu-Chi  Chang and Tzu-Hao  Lin","","","","What Do Smartphone Users Do when They Sense Phone Notifications?","904--909","","6","interruptibility, mobile receptivity, notifications","10.1145/3123024.3124557","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3125614","Juan C. Quiroz and Min Hooi Yong and Elena  Geangu","","","","Emotion-recognition Using Smart Watch Accelerometer Data: Preliminary Findings","805--812","","8","accelerometer, emotion-recognition, supervised learning","10.1145/3123024.3125614","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3343791","Jianfei  Shen and Tengxiang  Zhang and Yiqiang  Chen","","","","Tap2Pair: Associating Wireless Devices with Tapping","346--349","","4","RSSI, pairing, tapping, wireless device association","10.1145/3341162.3343791","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3124561","Lakshmi Manasa Kalanadhabhatta and Akhil  Mathur and Rahul  Majethia and Fahim  Kawsar","","","","Application Overchoice: Preliminary Lessons from a Longitudinal Study","982--987","","6","competing apps, notifications, smartphone engagement","10.1145/3123024.3124561","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3274761","Anooshmita  Das and Fisayo Caleb Sangogboye and Mikkel Baun Kj&#230;rgaard","","","","Mapping the Important Sensor Limitations to Design Robust Occupant Sensing Systems","1156--1161","","6","Geometry, Heterogeneous Sensing Modality, Limitation Factors, Occupant Sensing, Tampering","10.1145/3267305.3274761","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3124427","Akpa Akpro Elder Hippocrate and Edith Talina Luhanga and Takata  Masashi and Ko  Watanabe and Keiichi  Yasumoto","","","","Smart Gyms Need Smart Mirrors: Design of a Smart Gym Concept Through Contextual Inquiry","658--661","","4","smart gym concept, smart mirrors, user interaction design","10.1145/3123024.3124427","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","2801644","Daniel  Hintze","","","","Towards Transparent Multi-device-authentication","435--440","","6","authentication, mobile devices, multi-modal biometrics","10.1145/2800835.2801644","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3267657","Xiaohui  Lin and Cristian  Norlin and Masa  Inakage and Rebeccah  Pailes-Friedman and Mikael  Anneroth and Kai  Kunze","","","","Urban Wanderer: Towards Reconnecting with Our Physical Surroundings","142--145","","4","GPS, Navigation, Wandering","10.1145/3267305.3267657","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3267627","Peter  Shaw and Mateusz  Mikusz and Petteri  Nurmi and Nigel  Davies","","","","Tacita: A Privacy Preserving Public Display Personalisation Service","448--451","","4","","10.1145/3267305.3267627","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
